conds,parset,model,ATM_ATR,BRAF,CASP3,CDC25A,CDC25B_C,CDK1,CHEK1,CHEK2,DSB_SSB,EGFR,MEK,MK2,Mitosis,Proliferation,RAS,TP53,p38
"kras$\Delta$, DNAdam, 0/0",220,krasreduced_dnarep_simplif.bnet,0.2345,0.9999999999999999,0.262,,,,0.9999999999999999,0.2345,0.2345,0.8684999999999999,0.9999999999999999,0.2345,0.030000000000000002,0.0275,0.9999999999999999,0.2345,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",220,krasreduced_dnarep_simplif.bnet,0.2375,1.0,0.2665,0.0795,0.0795,0.0795,,0.2375,0.2375,0.8495,1.0,0.2375,0.082,0.08,1.0,0.2375,1.0
"kras$\Delta$, DNAdam, 0/mk2i",220,krasreduced_dnarep_simplif.bnet,0.22549999999999998,0.9999999999999998,0.249,,,,0.9999999999999998,0.22549999999999998,0.22549999999999998,0.8614999999999998,0.9999999999999998,,0.029,0.025,0.9999999999999998,0.22549999999999998,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/mk2i",220,krasreduced_dnarep_simplif.bnet,0.236,1.0,0.2625,0.1025,0.1025,0.1025,,0.236,0.236,0.847,1.0,,0.106,0.1025,1.0,0.236,1.0
"wt, no DNAdam",221,krasreduced_dnarep_simplif.bnet,,0.8125,,0.1495,0.1495,0.1495,0.8125,,,0.8125,0.8125,,0.165,0.165,0.8125,,0.8125
"kras$\Delta$, no DNAdam, 0/0",221,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.8135,1.0,,0.091,0.091,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",221,krasreduced_dnarep_simplif.bnet,0.4205,0.9999999999999999,0.46099999999999997,,,,0.9999999999999999,0.4205,0.4205,0.8485,0.9999999999999999,0.4205,0.028999999999999998,0.0255,0.9999999999999999,0.4205,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",221,krasreduced_dnarep_simplif.bnet,0.45649999999999996,1.0,0.4915,0.067,0.067,0.067,,0.45649999999999996,0.45649999999999996,0.8554999999999999,1.0,0.45649999999999996,0.07350000000000001,0.067,1.0,0.45649999999999996,1.0
"kras$\Delta$, DNAdam, 0/mk2i",221,krasreduced_dnarep_simplif.bnet,0.457,1.0,0.494,,,,1.0,0.457,0.457,0.85,1.0,,0.0275,0.0245,1.0,0.457,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",221,krasreduced_dnarep_simplif.bnet,0.432,1.0,0.47550000000000003,0.0775,0.0775,0.0775,,0.432,0.432,0.846,1.0,,0.085,0.0775,1.0,0.432,1.0
"wt, no DNAdam",222,krasreduced_dnarep_simplif.bnet,,0.7915,,0.1525,0.1525,0.1525,0.7915,,,0.7915,0.7915,,0.17350000000000002,0.17350000000000002,0.7915,,0.7915
"kras$\Delta$, no DNAdam, 0/0",222,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.7955,1.0,,0.099,0.099,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",222,krasreduced_dnarep_simplif.bnet,0.045500000000000006,1.0,0.051,,,,1.0,0.045500000000000006,0.045500000000000006,0.844,1.0,0.045500000000000006,0.043,0.040999999999999995,1.0,0.045500000000000006,1.0
"kras$\Delta$, DNAdam, chek1i/0",222,krasreduced_dnarep_simplif.bnet,0.051,1.0,0.0545,0.109,0.109,0.109,,0.051,0.051,0.835,1.0,0.051,0.115,0.1135,1.0,0.051,1.0
"kras$\Delta$, DNAdam, 0/mk2i",222,krasreduced_dnarep_simplif.bnet,0.0405,1.0,0.044,,,,1.0,0.0405,0.0405,0.8535,1.0,,0.034999999999999996,0.034999999999999996,1.0,0.0405,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",222,krasreduced_dnarep_simplif.bnet,0.0455,1.0,0.051000000000000004,0.1085,0.1085,0.1085,,0.0455,0.0455,0.8584999999999999,1.0,,0.1105,0.1085,1.0,0.0455,1.0
"wt, no DNAdam",223,krasreduced_dnarep_simplif.bnet,,0.8005,,0.1485,0.1485,0.1485,0.8005,,,0.8005,0.8005,,0.17099999999999999,0.17099999999999999,0.8005,,0.8005
"kras$\Delta$, no DNAdam, 0/0",223,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.7995,1.0,,0.0985,0.0985,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",223,krasreduced_dnarep_simplif.bnet,0.247,1.0,0.2745,,,,1.0,0.247,0.247,0.848,1.0,0.247,0.042,0.0395,1.0,0.247,1.0
"kras$\Delta$, DNAdam, chek1i/0",223,krasreduced_dnarep_simplif.bnet,0.2425,1.0,0.263,0.0865,0.0865,0.0865,,0.2425,0.2425,0.85,1.0,0.2425,0.0945,0.0885,1.0,0.2425,1.0
"kras$\Delta$, DNAdam, 0/mk2i",223,krasreduced_dnarep_simplif.bnet,0.2275,1.0,0.253,,,,1.0,0.2275,0.2275,0.8415,1.0,,0.036000000000000004,0.0315,1.0,0.2275,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",223,krasreduced_dnarep_simplif.bnet,0.2375,1.0,0.2595,0.093,0.093,0.093,,0.2375,0.2375,0.8665,1.0,,0.097,0.093,1.0,0.2375,1.0
"wt, no DNAdam",224,krasreduced_dnarep_simplif.bnet,,0.8125,,0.1365,0.1365,0.1365,0.8125,,,0.8125,0.8125,,0.15850000000000003,0.15850000000000003,0.8125,,0.8125
"kras$\Delta$, no DNAdam, 0/0",224,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.808,1.0,,0.094,0.094,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",224,krasreduced_dnarep_simplif.bnet,0.4325,1.0,0.47150000000000003,,,,1.0,0.4325,0.4325,0.8435,1.0,0.4325,0.038000000000000006,0.030000000000000002,1.0,0.4325,1.0
"kras$\Delta$, DNAdam, chek1i/0",224,krasreduced_dnarep_simplif.bnet,0.434,0.9999999999999999,0.477,0.079,0.079,0.079,,0.434,0.434,0.8424999999999999,0.9999999999999999,0.434,0.08800000000000001,0.08,0.9999999999999999,0.434,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",224,krasreduced_dnarep_simplif.bnet,0.4475,1.0,0.48750000000000004,,,,1.0,0.4475,0.4475,0.8434999999999999,1.0,,0.037,0.027,1.0,0.4475,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",224,krasreduced_dnarep_simplif.bnet,0.439,1.0,0.47650000000000003,0.0785,0.0785,0.0785,,0.439,0.439,0.848,1.0,,0.08700000000000001,0.0785,1.0,0.439,1.0
"wt, no DNAdam",225,krasreduced_dnarep_simplif.bnet,,0.7955,,0.1655,0.1655,0.1655,0.7955,,,0.7955,0.7955,,0.18350000000000002,0.18350000000000002,0.7955,,0.7955
"kras$\Delta$, no DNAdam, 0/0",225,krasreduced_dnarep_simplif.bnet,,0.9999999999999999,,,,,0.9999999999999999,,,0.7975,0.9999999999999999,,0.105,0.105,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",225,krasreduced_dnarep_simplif.bnet,0.038500000000000006,1.0,0.04300000000000001,,,,1.0,0.038500000000000006,0.038500000000000006,0.852,1.0,0.038500000000000006,0.0405,0.04,1.0,0.038500000000000006,1.0
"kras$\Delta$, DNAdam, chek1i/0",225,krasreduced_dnarep_simplif.bnet,0.046,0.9999999999999999,0.053,0.1295,0.1295,0.1295,,0.046,0.046,0.848,0.9999999999999999,0.046,0.1325,0.132,0.9999999999999999,0.046,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",225,krasreduced_dnarep_simplif.bnet,0.046,1.0,0.050499999999999996,,,,1.0,0.046,0.046,0.85,1.0,,0.043,0.041999999999999996,1.0,0.046,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",225,krasreduced_dnarep_simplif.bnet,0.0505,0.9999999999999999,0.056,0.1335,0.1335,0.1335,,0.0505,0.0505,0.8539999999999999,0.9999999999999999,,0.134,0.1335,0.9999999999999999,0.0505,0.9999999999999999
"wt, no DNAdam",226,krasreduced_dnarep_simplif.bnet,,0.815,,0.146,0.146,0.146,0.815,,,0.815,0.815,,0.16999999999999998,0.16999999999999998,0.815,,0.815
"kras$\Delta$, no DNAdam, 0/0",226,krasreduced_dnarep_simplif.bnet,,0.9999999999999999,,,,,0.9999999999999999,,,0.8065,0.9999999999999999,,0.09999999999999999,0.09999999999999999,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",226,krasreduced_dnarep_simplif.bnet,0.221,1.0,0.2425,,,,1.0,0.221,0.221,0.8579999999999999,1.0,0.221,0.035,0.0315,1.0,0.221,1.0
"kras$\Delta$, DNAdam, chek1i/0",226,krasreduced_dnarep_simplif.bnet,0.2345,1.0,0.253,0.106,0.106,0.106,,0.2345,0.2345,0.8505,1.0,0.2345,0.11,0.107,1.0,0.2345,1.0
"kras$\Delta$, DNAdam, 0/mk2i",226,krasreduced_dnarep_simplif.bnet,0.2395,0.9999999999999999,0.2645,,,,0.9999999999999999,0.2395,0.2395,0.853,0.9999999999999999,,0.041499999999999995,0.03949999999999999,0.9999999999999999,0.2395,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",226,krasreduced_dnarep_simplif.bnet,0.2435,1.0,0.26,0.1265,0.1265,0.1265,,0.2435,0.2435,0.8494999999999999,1.0,,0.1285,0.1265,1.0,0.2435,1.0
"wt, no DNAdam",227,krasreduced_dnarep_simplif.bnet,,0.7965,,0.167,0.167,0.167,0.7965,,,0.7965,0.7965,,0.18550000000000003,0.18550000000000003,0.7965,,0.7965
"kras$\Delta$, no DNAdam, 0/0",227,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.8095,1.0,,0.09899999999999999,0.09899999999999999,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",227,krasreduced_dnarep_simplif.bnet,0.412,0.9999999999999999,0.456,,,,0.9999999999999999,0.412,0.412,0.8479999999999999,0.9999999999999999,0.412,0.035,0.031,0.9999999999999999,0.412,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",227,krasreduced_dnarep_simplif.bnet,0.429,1.0,0.4685,0.094,0.094,0.094,,0.429,0.429,0.8430000000000001,1.0,0.429,0.099,0.0945,1.0,0.429,1.0
"kras$\Delta$, DNAdam, 0/mk2i",227,krasreduced_dnarep_simplif.bnet,0.4205,1.0,0.4605,,,,1.0,0.4205,0.4205,0.856,1.0,,0.04,0.036,1.0,0.4205,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",227,krasreduced_dnarep_simplif.bnet,0.421,1.0,0.467,0.1085,0.1085,0.1085,,0.421,0.421,0.84,1.0,,0.111,0.1085,1.0,0.421,1.0
"wt, no DNAdam",228,krasreduced_dnarep_simplif.bnet,,0.8049999999999999,,0.1615,0.1615,0.1615,0.8049999999999999,,,0.8049999999999999,0.8049999999999999,,0.224,0.224,0.8049999999999999,,0.8049999999999999
"kras$\Delta$, no DNAdam, 0/0",228,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.803,1.0,,0.22699999999999998,0.22699999999999998,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",228,krasreduced_dnarep_simplif.bnet,0.04750000000000001,1.0,0.05450000000000001,,,,1.0,0.04750000000000001,0.04750000000000001,0.8460000000000001,1.0,0.04750000000000001,0.097,0.094,1.0,0.04750000000000001,1.0
"kras$\Delta$, DNAdam, chek1i/0",228,krasreduced_dnarep_simplif.bnet,0.0485,1.0,0.053000000000000005,0.1235,0.1235,0.1235,,0.0485,0.0485,0.8515,1.0,0.0485,0.1365,0.135,1.0,0.0485,1.0
"kras$\Delta$, DNAdam, 0/mk2i",228,krasreduced_dnarep_simplif.bnet,0.04650000000000001,1.0,0.0505,,,,1.0,0.04650000000000001,0.04650000000000001,0.848,1.0,,0.1085,0.1045,1.0,0.04650000000000001,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",228,krasreduced_dnarep_simplif.bnet,0.0495,0.9999999999999999,0.053500000000000006,0.129,0.129,0.129,,0.0495,0.0495,0.865,0.9999999999999999,,0.135,0.129,0.9999999999999999,0.0495,0.9999999999999999
"wt, no DNAdam",229,krasreduced_dnarep_simplif.bnet,,0.8,,0.1605,0.1605,0.1605,0.8,,,0.8,0.8,,0.23299999999999998,0.23299999999999998,0.8,,0.8
"kras$\Delta$, no DNAdam, 0/0",229,krasreduced_dnarep_simplif.bnet,,0.9999999999999999,,,,,0.9999999999999999,,,0.7865,0.9999999999999999,,0.2325,0.2325,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",229,krasreduced_dnarep_simplif.bnet,0.2605,0.9999999999999998,0.28500000000000003,,,,0.9999999999999998,0.2605,0.2605,0.8449999999999999,0.9999999999999998,0.2605,0.095,0.078,0.9999999999999998,0.2605,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/0",229,krasreduced_dnarep_simplif.bnet,0.2445,1.0,0.268,0.091,0.091,0.091,,0.2445,0.2445,0.8610000000000001,1.0,0.2445,0.1085,0.0955,1.0,0.2445,1.0
"kras$\Delta$, DNAdam, 0/mk2i",229,krasreduced_dnarep_simplif.bnet,0.23700000000000002,1.0,0.2605,,,,1.0,0.23700000000000002,0.23700000000000002,0.839,1.0,,0.1045,0.08499999999999999,1.0,0.23700000000000002,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",229,krasreduced_dnarep_simplif.bnet,0.2535,1.0,0.2765,0.10300000000000001,0.10300000000000001,0.10300000000000001,,0.2535,0.2535,0.8640000000000001,1.0,,0.123,0.10300000000000001,1.0,0.2535,1.0
"wt, no DNAdam",230,krasreduced_dnarep_simplif.bnet,,0.8055,,0.1595,0.1595,0.1595,0.8055,,,0.8055,0.8055,,0.2195,0.2195,0.8055,,0.8055
"kras$\Delta$, no DNAdam, 0/0",230,krasreduced_dnarep_simplif.bnet,,0.9999999999999999,,,,,0.9999999999999999,,,0.8065,0.9999999999999999,,0.22599999999999998,0.22599999999999998,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",230,krasreduced_dnarep_simplif.bnet,0.469,1.0,0.507,,,,1.0,0.469,0.469,0.8495,1.0,0.469,0.08,0.0605,1.0,0.469,1.0
"kras$\Delta$, DNAdam, chek1i/0",230,krasreduced_dnarep_simplif.bnet,0.43,0.9999999999999999,0.477,0.076,0.076,0.076,,0.43,0.43,0.852,0.9999999999999999,0.43,0.1,0.079,0.9999999999999999,0.43,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",230,krasreduced_dnarep_simplif.bnet,0.464,1.0,0.5015,,,,1.0,0.464,0.464,0.8475,1.0,,0.0905,0.057,1.0,0.464,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",230,krasreduced_dnarep_simplif.bnet,0.4565,0.9999999999999997,0.49750000000000005,0.0745,0.0745,0.0745,,0.4565,0.4565,0.8699999999999999,0.9999999999999997,,0.0955,0.0745,0.9999999999999997,0.4565,0.9999999999999997
"wt, no DNAdam",231,krasreduced_dnarep_simplif.bnet,,0.8039999999999999,,0.1505,0.1505,0.1505,0.8039999999999999,,,0.8039999999999999,0.8039999999999999,,0.23249999999999998,0.23249999999999998,0.8039999999999999,,0.8039999999999999
"kras$\Delta$, no DNAdam, 0/0",231,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.8055,1.0,,0.22799999999999998,0.22799999999999998,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",231,krasreduced_dnarep_simplif.bnet,0.048,1.0,0.0545,,,,1.0,0.048,0.048,0.84,1.0,0.048,0.1095,0.1035,1.0,0.048,1.0
"kras$\Delta$, DNAdam, chek1i/0",231,krasreduced_dnarep_simplif.bnet,0.0475,1.0,0.052000000000000005,0.1125,0.1125,0.1125,,0.0475,0.0475,0.849,1.0,0.0475,0.1315,0.1265,1.0,0.0475,1.0
"kras$\Delta$, DNAdam, 0/mk2i",231,krasreduced_dnarep_simplif.bnet,0.0485,1.0,0.051000000000000004,,,,1.0,0.0485,0.0485,0.858,1.0,,0.1015,0.0965,1.0,0.0485,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",231,krasreduced_dnarep_simplif.bnet,0.046,1.0,0.048,0.1405,0.1405,0.1405,,0.046,0.046,0.8365,1.0,,0.14600000000000002,0.1405,1.0,0.046,1.0
"wt, no DNAdam",232,krasreduced_dnarep_simplif.bnet,,0.8069999999999999,,0.1515,0.1515,0.1515,0.8069999999999999,,,0.8069999999999999,0.8069999999999999,,0.22849999999999998,0.22849999999999998,0.8069999999999999,,0.8069999999999999
"kras$\Delta$, no DNAdam, 0/0",232,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.8065,1.0,,0.226,0.226,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",232,krasreduced_dnarep_simplif.bnet,0.245,0.9999999999999999,0.273,,,,0.9999999999999999,0.245,0.245,0.8485,0.9999999999999999,0.245,0.10800000000000001,0.0805,0.9999999999999999,0.245,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",232,krasreduced_dnarep_simplif.bnet,0.265,1.0000000000000002,0.28850000000000003,0.08549999999999999,0.08549999999999999,0.08549999999999999,,0.265,0.265,0.8545,1.0000000000000002,0.265,0.1165,0.088,1.0000000000000002,0.265,1.0000000000000002
"kras$\Delta$, DNAdam, 0/mk2i",232,krasreduced_dnarep_simplif.bnet,0.2715,0.9999999999999999,0.29900000000000004,,,,0.9999999999999999,0.2715,0.2715,0.8444999999999998,0.9999999999999999,,0.10200000000000001,0.07850000000000001,0.9999999999999999,0.2715,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",232,krasreduced_dnarep_simplif.bnet,0.267,0.9999999999999999,0.2875,0.11599999999999999,0.11599999999999999,0.11599999999999999,,0.267,0.267,0.8434999999999999,0.9999999999999999,,0.14350000000000002,0.11599999999999999,0.9999999999999999,0.267,0.9999999999999999
"wt, no DNAdam",233,krasreduced_dnarep_simplif.bnet,,0.8170000000000001,,0.1435,0.1435,0.1435,0.8170000000000001,,,0.8170000000000001,0.8170000000000001,,0.22049999999999997,0.22049999999999997,0.8170000000000001,,0.8170000000000001
"kras$\Delta$, no DNAdam, 0/0",233,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.8035,1.0,,0.2375,0.2375,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",233,krasreduced_dnarep_simplif.bnet,0.464,0.9999999999999999,0.5,,,,0.9999999999999999,0.464,0.464,0.8629999999999999,0.9999999999999999,0.464,0.08550000000000002,0.0495,0.9999999999999999,0.464,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",233,krasreduced_dnarep_simplif.bnet,0.4655,1.0,0.5005000000000001,0.07300000000000001,0.07300000000000001,0.07300000000000001,,0.4655,0.4655,0.8425,1.0,0.4655,0.1135,0.07600000000000001,1.0,0.4655,1.0
"kras$\Delta$, DNAdam, 0/mk2i",233,krasreduced_dnarep_simplif.bnet,0.46950000000000003,1.0,0.503,,,,1.0,0.46950000000000003,0.46950000000000003,0.8515,1.0,,0.092,0.0545,1.0,0.46950000000000003,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",233,krasreduced_dnarep_simplif.bnet,0.454,1.0,0.49,0.074,0.074,0.074,,0.454,0.454,0.854,1.0,,0.11549999999999999,0.074,1.0,0.454,1.0
"wt, no DNAdam",234,krasreduced_dnarep_simplif.bnet,,0.8145,,0.1465,0.1465,0.1465,0.8145,,,0.8145,0.8145,,0.175,0.175,0.8145,,0.8145
"kras$\Delta$, no DNAdam, 0/0",234,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.805,1.0,,0.1135,0.1135,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",234,krasreduced_dnarep_simplif.bnet,0.043500000000000004,1.0,0.05,,,,1.0,0.043500000000000004,0.043500000000000004,0.8525,1.0,0.043500000000000004,0.052000000000000005,0.051000000000000004,1.0,0.043500000000000004,1.0
"kras$\Delta$, DNAdam, chek1i/0",234,krasreduced_dnarep_simplif.bnet,0.042499999999999996,1.0,0.047499999999999994,0.12100000000000001,0.12100000000000001,0.12100000000000001,,0.042499999999999996,0.042499999999999996,0.8445,1.0,0.042499999999999996,0.1275,0.127,1.0,0.042499999999999996,1.0
"kras$\Delta$, DNAdam, 0/mk2i",234,krasreduced_dnarep_simplif.bnet,0.044500000000000005,1.0,0.051500000000000004,,,,1.0,0.044500000000000005,0.044500000000000005,0.847,1.0,,0.052,0.0515,1.0,0.044500000000000005,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",234,krasreduced_dnarep_simplif.bnet,0.0485,1.0,0.0505,0.151,0.151,0.151,,0.0485,0.0485,0.8415,1.0,,0.1525,0.151,1.0,0.0485,1.0
"wt, no DNAdam",235,krasreduced_dnarep_simplif.bnet,,0.8015,,0.1615,0.1615,0.1615,0.8015,,,0.8015,0.8015,,0.1955,0.1955,0.8015,,0.8015
"kras$\Delta$, no DNAdam, 0/0",235,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.796,1.0,,0.11850000000000001,0.11850000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",235,krasreduced_dnarep_simplif.bnet,0.241,1.0,0.265,,,,1.0,0.241,0.241,0.8404999999999999,1.0,0.241,0.048499999999999995,0.043,1.0,0.241,1.0
"kras$\Delta$, DNAdam, chek1i/0",235,krasreduced_dnarep_simplif.bnet,0.27,0.9999999999999999,0.29050000000000004,0.11499999999999999,0.11499999999999999,0.11499999999999999,,0.27,0.27,0.8564999999999999,0.9999999999999999,0.27,0.124,0.1185,0.9999999999999999,0.27,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",235,krasreduced_dnarep_simplif.bnet,0.254,1.0,0.28400000000000003,,,,1.0,0.254,0.254,0.865,1.0,,0.038500000000000006,0.035500000000000004,1.0,0.254,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",235,krasreduced_dnarep_simplif.bnet,0.2355,1.0,0.2625,0.11599999999999999,0.11599999999999999,0.11599999999999999,,0.2355,0.2355,0.864,1.0,,0.123,0.11599999999999999,1.0,0.2355,1.0
"wt, no DNAdam",236,krasreduced_dnarep_simplif.bnet,,0.7949999999999999,,0.1665,0.1665,0.1665,0.7949999999999999,,,0.7949999999999999,0.7949999999999999,,0.1915,0.1915,0.7949999999999999,,0.7949999999999999
"kras$\Delta$, no DNAdam, 0/0",236,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.804,1.0,,0.1115,0.1115,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",236,krasreduced_dnarep_simplif.bnet,0.4475,1.0,0.48750000000000004,,,,1.0,0.4475,0.4475,0.8585,1.0,0.4475,0.0375,0.0295,1.0,0.4475,1.0
"kras$\Delta$, DNAdam, chek1i/0",236,krasreduced_dnarep_simplif.bnet,0.4385,0.9999999999999999,0.475,0.08199999999999999,0.08199999999999999,0.08199999999999999,,0.4385,0.4385,0.86,0.9999999999999999,0.4385,0.091,0.08399999999999999,0.9999999999999999,0.4385,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",236,krasreduced_dnarep_simplif.bnet,0.43,0.9999999999999997,0.4625,,,,0.9999999999999997,0.43,0.43,0.8494999999999998,0.9999999999999997,,0.042,0.0325,0.9999999999999997,0.43,0.9999999999999997
"kras$\Delta$, DNAdam, chek1i/mk2i",236,krasreduced_dnarep_simplif.bnet,0.4285,1.0,0.46349999999999997,0.10300000000000001,0.10300000000000001,0.10300000000000001,,0.4285,0.4285,0.852,1.0,,0.1145,0.10300000000000001,1.0,0.4285,1.0
"wt, no DNAdam",237,krasreduced_dnarep_simplif.bnet,,0.815,,0.1515,0.1515,0.1515,0.815,,,0.815,0.815,,0.235,0.235,0.815,,0.815
"kras$\Delta$, no DNAdam, 0/0",237,krasreduced_dnarep_simplif.bnet,,1.0,,,,,1.0,,,0.7995,1.0,,0.2505,0.2505,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",237,krasreduced_dnarep_simplif.bnet,0.0435,1.0,0.0475,,,,1.0,0.0435,0.0435,0.8495,1.0,0.0435,0.12000000000000001,0.1155,1.0,0.0435,1.0
"kras$\Delta$, DNAdam, chek1i/0",237,krasreduced_dnarep_simplif.bnet,0.03950000000000001,0.9999999999999999,0.04350000000000001,0.1245,0.1245,0.1245,,0.03950000000000001,0.03950000000000001,0.8529999999999999,0.9999999999999999,0.03950000000000001,0.144,0.14049999999999999,0.9999999999999999,0.03950000000000001,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",237,krasreduced_dnarep_simplif.bnet,0.054,1.0,0.0605,,,,1.0,0.054,0.054,0.8465,1.0,,0.1265,0.11900000000000001,1.0,0.054,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",237,krasreduced_dnarep_simplif.bnet,0.051000000000000004,1.0,0.058,0.14450000000000002,0.14450000000000002,0.14450000000000002,,0.051000000000000004,0.051000000000000004,0.8564999999999999,1.0,,0.15200000000000002,0.14450000000000002,1.0,0.051000000000000004,1.0
